,_record_id,_project_id,_assigned_to_id,_status,_latitude,_longitude,_created_at,_updated_at,_version,_updated_by_id,_server_created_at,_server_updated_at,_title,currentmonth,currentyear,stop_number,blockface_title,bid_identifier,bid_algorithm_flag,borough,district_no,section_no,blockface,street_1,sidewalk_1,street_2,sidewalk_2,street_3,sidewalk_3,street_4,sidewalk_4,LogTime,my_date,st_mean,sw_mean,st_acceptable,sw_acceptable,st_filthy,sw_filthy,st_rated,sw_rated
372,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,10,20226001978_202260197_BKN17_BKN172,20226001978_202260197_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,,2021-11-01,1.2,1.2,1,1,0,0,1,1
373,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,11,20226003553_202260355_BKN17_BKN172,20226003553_202260355_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,,,,,,,,,,2021-11-01,,,,,,,,
374,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,12,20226010329_202261032_BKN17_BKN172,20226010329_202261032_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,,,,,,,,,,2021-11-01,,,,,,,,
375,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,13,19226001873_192260187_BKN17_BKN172,19226001873_192260187_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,,2021-11-01,1.2,1.2,1,1,0,0,1,1
376,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,14,20226013934_202261393_BKN17_BKN172,20226013934_202261393_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,1.2,1.2,1.2,1.2,,,,,,2021-11-01,1.2,1.2,1,1,0,0,1,1
377,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,15,19226009119_192260911_BKN17_BKN172,19226009119_192260911_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,1.2,1.2,1.5,1.2,1.5,1.2,1.2,1.2,,2021-11-01,1.35,1.2,1,1,0,0,1,1
378,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,16,19226003818_192260381_BKN17_BKN172,19226003818_192260381_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,,2021-11-01,1.2,1.2,1,1,0,0,1,1
379,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,17,20226005368_202260536_BKN17_BKN172,20226005368_202260536_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.5,,2021-11-01,1.2,1.275,1,1,0,0,1,1
380,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,18,20226002211_202260221_BKN17_BKN172,20226002211_202260221_BKN17_BKN172_NA,,Brooklyn,BKN17,BKN172,,1.2,1.2,1.2,1.2,,,,,,2021-11-01,1.2,1.2,1,1,0,0,1,1
381,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,0,9227010787_92280787_QW04_QW041,9227010787_92280787_QW04_QW041_NA,,Queens,QW04,QW041,,,,,,,,,,,2021-11-01,,,,,,,,
382,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,1,9226004637_92264637_QW04_QW041,9226004637_92264637_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,1.2,1.2,1.2,1.2,1.2,,,,2021-11-01,1.2,1.2,1,1,0,0,1,1
383,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,2,9226009781_92269781_QW04_QW041,9226009781_92269781_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,,1.2,,,,,,,2021-11-01,1.2,,1,,0,,1,
384,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,3,9226009779_92269779_QW04_QW041,9226009779_92269779_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,,1.2,,,,,,,2021-11-01,1.2,,1,,0,,1,
385,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,4,9226005337_92265337_QW04_QW041,9226005337_92265337_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,1.5,1.2,1.2,,,,,,2021-11-01,1.2,1.35,1,1,0,0,1,1
386,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,5,9227009095_92279095_QW04_QW041,9227009095_92279095_QW04_QW041_NA,,Queens,QW04,QW041,,,,,,,,,,,2021-11-01,,,,,,,,
387,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,6,9227010666_92280666_QW04_QW041,9227010666_92280666_QW04_QW041_NA,,Queens,QW04,QW041,,1.5,1.2,1.2,1.5,1.5,1.8,1.2,1.2,,2021-11-01,1.35,1.425,1,1,0,0,1,1
388,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,7,9226010711_92270711_QW04_QW041,9226010711_92270711_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,1.2,1.5,1.2,,,,,,2021-11-01,1.35,1.2,1,1,0,0,1,1
389,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,8,9226003443_92263443_QW04_QW041,9226003443_92263443_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,,2021-11-01,1.2,1.2,1,1,0,0,1,1
390,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,9,9226008412_92268412_QW04_QW041,9226008412_92268412_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,1.2,1.8,1.2,1.5,1.5,,,,2021-11-01,1.5,1.3,0,1,0,0,1,1
391,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,10,9226004657_92264657_QW04_QW041,9226004657_92264657_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,,2021-11-01,1.2,1.2,1,1,0,0,1,1
392,,,,,,,2021-11-01,2021-11-01,,,2021-11-01,2021-11-01,,11,2021,11,9226000469_92260469_QW04_QW041,9226000469_92260469_QW04_QW041_NA,,Queens,QW04,QW041,,1.2,1.2,1.2,1.2,1.2,1.2,,,,2021-11-01,1.2,1.2,1,1,0,0,1,1
